aaaGene	Serum_ERR1801007
GPFGEMDG_02399	0
GPFGEMDG_02400	198
GPFGEMDG_02402	0
GPFGEMDG_02408	0
GPFGEMDG_02411	90
GPFGEMDG_02412	0
GPFGEMDG_02413	546
GPFGEMDG_02422	0
GPFGEMDG_02424	0
GPFGEMDG_02425	0
GPFGEMDG_02426	320
GPFGEMDG_02431	1394
GPFGEMDG_02433	330
GPFGEMDG_02444	145
GPFGEMDG_02445	294
GPFGEMDG_02447	0
GPFGEMDG_02451	0
GPFGEMDG_02456	21
GPFGEMDG_02457	0
GPFGEMDG_02460	54
GPFGEMDG_02461	641
GPFGEMDG_02462	0
GPFGEMDG_02470	878
GPFGEMDG_02478	694
GPFGEMDG_02479	0
GPFGEMDG_02480	2345
GPFGEMDG_02481	611
GPFGEMDG_02485	3095
GPFGEMDG_02487	78
GPFGEMDG_02488	0
GPFGEMDG_02490	1004
GPFGEMDG_02496	472
GPFGEMDG_02498	369
GPFGEMDG_02503	0
GPFGEMDG_02506	101
GPFGEMDG_02509	8678
GPFGEMDG_02510	0
GPFGEMDG_02511	0
GPFGEMDG_02512	0
GPFGEMDG_02513	0
GPFGEMDG_02514	0
GPFGEMDG_02515	0
GPFGEMDG_02516	0
GPFGEMDG_02517	0
GPFGEMDG_02518	0
GPFGEMDG_02521	0
GPFGEMDG_02522	0
GPFGEMDG_02523	0
GPFGEMDG_02524	611
GPFGEMDG_02525	845
GPFGEMDG_02526	1985
GPFGEMDG_02527	430
GPFGEMDG_02528	0
GPFGEMDG_02530	46
GPFGEMDG_02531	392
GPFGEMDG_02532	2
GPFGEMDG_02533	0
GPFGEMDG_02534	0
GPFGEMDG_02535	0
GPFGEMDG_02536	261
GPFGEMDG_02537	1843
GPFGEMDG_02539	497
GPFGEMDG_02540	4137
GPFGEMDG_02541	139
GPFGEMDG_02542	0
GPFGEMDG_02543	48
GPFGEMDG_02544	0
GPFGEMDG_02546	0
GPFGEMDG_02547	0
GPFGEMDG_02548	0
GPFGEMDG_02549	0
GPFGEMDG_02550	0
GPFGEMDG_02551	0
GPFGEMDG_02552	0
GPFGEMDG_02553	0
GPFGEMDG_02554	0
GPFGEMDG_02555	0
GPFGEMDG_02556	0
GPFGEMDG_02557	431
GPFGEMDG_02558	0
GPFGEMDG_02559	0
GPFGEMDG_02560	0
GPFGEMDG_02561	0
GPFGEMDG_02562	0
GPFGEMDG_02563	0
GPFGEMDG_02564	0
GPFGEMDG_02565	0
GPFGEMDG_02566	0
GPFGEMDG_02567	90
GPFGEMDG_02568	0
GPFGEMDG_02569	0
GPFGEMDG_02570	17
GPFGEMDG_02571	583
GPFGEMDG_02572	504
GPFGEMDG_02573	0
GPFGEMDG_02576	0
GPFGEMDG_02577	224
GPFGEMDG_02578	0
GPFGEMDG_02579	0
GPFGEMDG_02580	0
GPFGEMDG_02588	74
GPFGEMDG_02593	2214
GPFGEMDG_02595	2033
GPFGEMDG_02606	0
GPFGEMDG_02607	0
GPFGEMDG_02608	0
GPFGEMDG_02612	0
GPFGEMDG_02617	0
GPFGEMDG_02619	0
GPFGEMDG_02620	0
GPFGEMDG_02627	0
GPFGEMDG_02629	739
GPFGEMDG_02631	0
GPFGEMDG_02633	25
GPFGEMDG_02634	2196
GPFGEMDG_02635	1246
GPFGEMDG_02638	2360
GPFGEMDG_02640	706
GPFGEMDG_02644	0
GPFGEMDG_02652	1
GPFGEMDG_02654	0
GPFGEMDG_02657	0
GPFGEMDG_02659	0
GPFGEMDG_02660	43
GPFGEMDG_02661	1251
GPFGEMDG_02663	40
GPFGEMDG_02665	0
GPFGEMDG_02675	525
GPFGEMDG_02678	0
GPFGEMDG_02681	0
GPFGEMDG_02682	0
GPFGEMDG_02683	0
GPFGEMDG_02684	188
GPFGEMDG_02686	1260
GPFGEMDG_02687	70
GPFGEMDG_02690	0
GPFGEMDG_02691	314
GPFGEMDG_02703	0
GPFGEMDG_02704	338
GPFGEMDG_02705	0
GPFGEMDG_02707	8164
GPFGEMDG_02708	627
GPFGEMDG_02718	272
GPFGEMDG_02719	0
GPFGEMDG_02720	0
GPFGEMDG_02721	48
GPFGEMDG_02722	642
GPFGEMDG_02724	993
GPFGEMDG_02726	165
GPFGEMDG_02727	138
GPFGEMDG_02730	641
GPFGEMDG_02732	0
GPFGEMDG_02733	2212
GPFGEMDG_02735	482
GPFGEMDG_02740	2669
GPFGEMDG_02742	0
GPFGEMDG_02748	0
GPFGEMDG_02749	0
GPFGEMDG_02751	0
GPFGEMDG_02752	0
GPFGEMDG_02753	0
GPFGEMDG_02759	0
GPFGEMDG_02760	190
GPFGEMDG_02761	6
GPFGEMDG_02762	459
GPFGEMDG_02763	1224
GPFGEMDG_02764	103
GPFGEMDG_02766	0
GPFGEMDG_02767	0
GPFGEMDG_02768	294
GPFGEMDG_02769	1500
GPFGEMDG_02770	5641
GPFGEMDG_02771	213
GPFGEMDG_02774	107
GPFGEMDG_02776	3952
GPFGEMDG_02777	0
GPFGEMDG_02778	383
GPFGEMDG_02780	0
GPFGEMDG_02781	113
GPFGEMDG_02782	73
GPFGEMDG_02783	0
GPFGEMDG_02784	49
GPFGEMDG_02785	0
GPFGEMDG_02787	0
GPFGEMDG_02788	0
GPFGEMDG_02789	1303
GPFGEMDG_02791	0
GPFGEMDG_02792	0
GPFGEMDG_02793	0
GPFGEMDG_02799	0
GPFGEMDG_02800	81
GPFGEMDG_02801	149
GPFGEMDG_02803	2113
GPFGEMDG_02804	0
GPFGEMDG_02805	0
GPFGEMDG_02806	0
GPFGEMDG_02807	838
GPFGEMDG_02808	0
GPFGEMDG_02809	0
GPFGEMDG_02810	0
GPFGEMDG_02812	4937
GPFGEMDG_02813	0
GPFGEMDG_02814	95
GPFGEMDG_02819	0
GPFGEMDG_02820	0
GPFGEMDG_02821	258
GPFGEMDG_02822	0
GPFGEMDG_02823	0
GPFGEMDG_02824	0
GPFGEMDG_02825	0
GPFGEMDG_02826	2
GPFGEMDG_02828	89
GPFGEMDG_02829	691
GPFGEMDG_02830	2
GPFGEMDG_02832	264
GPFGEMDG_02833	16
GPFGEMDG_02834	0
GPFGEMDG_02835	0
GPFGEMDG_02836	0
GPFGEMDG_02837	1260
GPFGEMDG_02838	0
GPFGEMDG_02839	66
GPFGEMDG_02840	0
GPFGEMDG_02841	331
GPFGEMDG_02842	0
GPFGEMDG_02843	0
GPFGEMDG_02844	0
GPFGEMDG_02845	0
GPFGEMDG_02846	0
GPFGEMDG_02847	0
GPFGEMDG_02850	32
GPFGEMDG_02851	0
GPFGEMDG_02852	6214
GPFGEMDG_02853	0
GPFGEMDG_02854	0
GPFGEMDG_02855	251
GPFGEMDG_02856	0
GPFGEMDG_02858	464
GPFGEMDG_02859	746
GPFGEMDG_02860	0
GPFGEMDG_02862	0
GPFGEMDG_02863	0
GPFGEMDG_02864	0
GPFGEMDG_02865	0
GPFGEMDG_02866	0
GPFGEMDG_02867	0
GPFGEMDG_02868	0
GPFGEMDG_02870	106
GPFGEMDG_02871	1063
GPFGEMDG_02872	0
Int-Tn_1	0
Int-Tn_2	1592
abfA_1	0
abfA_2	437
abgB_1	0
abgB_2	0
accA	0
accB	0
accD	0
ackA	6
acpA_1	0
acpP	0
acpS	0
act	0
acuI	3389
acuR	3153
acyP	0
adaA	990
addA	0
addB	0
adeC	420
adh	548
adhE	6614
adhR	0
adk	0
aes_1	1182
aes_2	157
afr_1	268
afr_2	2230
agaC	264
agaSK_1	2506
agaSK_2	3109
agrA_1	3148
agrA_2	390
agrB	0
ahpC	0
ahpF	2784
alaA	602
alaS	0
albF	2665
aldC	276
algC	2668
alr	0
alsS	1110
ampH	0
amt	124
anr	530
ansA	1660
apbE	867
apc1	6238
appA	3111
apt	0
araA	7
araB	0
araC_1	0
araC_2	956
araC_3	50
araD	71
araN_1	8211
araN_2	0
araQ_1	0
araQ_2	105
araQ_3	141
araQ_4	720
araQ_5	330
araQ_6	1
araR_1	180
araR_2	723
arcA	93
arcB	0
arcC1	0
arcD1_1	1551
arcD1_2	1474
argR_1	0
argR_2	157
argR_3	0
argS	0
arlR_1	75
arlR_2	0
arlS	0
aroA	1066
aroB	3310
aroC	45
aroD	0
aroE	1385
aroF	93
aroK	0
arsC	41
artM_1	0
artM_2	399
artM_3	30
asd	303
asnB	0
asnS	180
aspS	0
atpA	15
atpB	0
atpC	0
atpD	0
atpE_1	0
atpE_2	0
atpF	0
atpG	0
atpH	0
axe2	0
azoR	0
bacC	0
banIM	0
bbmA	1320
bca	8495
bceA_1	0
bceA_2	19
bceB_1	77
bceB_2	2434
bcr	0
bcrC	2716
benM	516
bepA	0
betI	308
bfrA	1012
bglC	2768
bglF_1	1850
bglF_2	0
bglF_3	473
bglH_1	2524
bglH_2	749
bglK	3289
bin3_1	867
bin3_2	1099
bin3_3	1440
bin3_4	701
bioY2	700
birA	0
bmr3	3808
brnQ_1	558
brnQ_2	57
bsaA	0
bsdC	134
cadA	0
cah	0
carA	10
carB	32
cas2_1	0
cas2_2	0
catE	0
catM	0
cbh_1	0
cbh_2	1665
cbh_3	97
cca	0
ccpA_1	164
ccpA_2	0
ccpB	1141
cdaA	0
cdaR_1	0
cdaR_2	0
cdd	0
cdr_1	2026
cdr_2	3690
cdsA	0
celA_1	347
celA_2	0
celA_3	147
cfa	0
cfiB_1	0
cfiB_2	1
cggR	433
chbC	147
chbR	1281
chrR	0
chvE	901
cinA	0
citS	328
clcA	1645
clpB	5
clpC	68
clpE	5056
clpP_1	0
clpP_2	0
clpX	0
clpY	0
clsA_1	0
clsA_2	2491
cmk	0
cmpD	272
cmtB_1	0
cmtB_2	0
cna	859
coaA	0
coaBC_1	0
coaBC_2	0
coaD	0
coaE	0
cobB	515
cobQ	0
codY	0
coiA	896
comC	18
comEA	797
comEC	1159
comFA	448
comGA	1390
comGC	1731
copA	5678
copB	283
copY	0
copZ	0
corA_1	650
corA_2	1437
corC_1	1582
corC_2	1801
cpdA_1	862
cpdA_2	1073
crr_1	0
crtK-2	1289
csbC	1605
cshA	0
cshB	0
csp	0
cspD	0
cspL	0
cspLA_1	233
cspLA_2	0
ctc	0
ctpE_1	2
ctpE_2	956
ctsR	0
cvfB	143
cwlC	1391
cycA	76
cypC	2119
cysE	0
cysK	0
cysL	48
cysM	58
cysS	0
czcD	629
czrA	250
dacA	22984
dagK_1	2167
dagK_2	0
dapA	103
dapB	0
dapE	0
dapF	1122
dapH	204
dauA	136
dcuR	0
dcuS_1	59
dcuS_2	1
ddc	1051
ddl_1	0
ddl_2	3642
def_1	0
def_2	0
degA_1	72
degA_2	99
degA_3	72
deoB	26
deoC	53
deoD	0
der_1	0
der_2	0
desK	0
desR	0
dgaE	156
dgaF	831
dgaR_1	5243
dgaR_2	1543
dgaR_3	2732
dgaR_4	2429
dgaR_5	578
dgaR_6	10409
dgkA	0
dgs	0
dhaK	262
dhaL	0
dhaM	0
dhaS	0
dinB_1	5660
dinB_2	57
dinB_3	1028
dinB_4	289
dinF	1
dinG_1	204
dinG_2	103
divIB	1
divIVA	0
dltA	1076
dltC	0
dnaA	0
dnaB	1
dnaC	0
dnaD	0
dnaE	0
dnaG_1	0
dnaI	2
dnaJ	0
dnaK	1
dnaN	0
dnaX_1	0
dnaX_2	0
doc	0
dppC	50
dppE	746
dprA	1817
dps	0
drrA	0
dtd	105
dtd3_1	0
dtd3_2	1126
dtpT_1	0
dtpT_2	0
dtxR	0
dus_1	614
dus_2	0
dut	0
dxs	19747
ecdB	0
ecfA1	0
ecfA2_1	0
ecfA2_2	0
ecfT	0
ecsA_1	220
ecsA_2	242
efp	0
emrB	327
endA	14128
engB	0
eno	5
epsF	1061
epsH	0
epsJ_1	0
epsJ_2	0
epsJ_3	241
epsJ_4	342
epsL	1
epsN	25
era	0
eriC	3746
est	0
ettA_1	0
ettA_2	0
exoA	1
exuR_1	2156
exuR_2	11209
exuR_3	0
ezrA	0
fabD	34
fabF	1
fabG_1	0
fabG_2	75
fabG_3	663
fabH	0
fabI	0
fabZ_1	0
fabZ_2	0
fba	0
fbp	129
fcbA1	1125
feoB	4225
fepC	1
feuB_1	67
feuB_2	5460
feuC	221
ffh	1
fhs1	909
fhuC	86
fieF	55
fldH_1	378
fldH_2	585
fliY	1
fmnP	0
fmt	0
fni	0
fnr	848
folA_1	0
folA_2	1
folA_3	41
folD	0
folT_1	847
folT_2	0
fosX	254
fpgS	0
fra	0
frlB_1	873
frmB	93
frr	0
fruA_1	0
fruA_2	3343
fruA_3	756
fruA_4	538
fruA_5	1012
fsaA	0
ftsA	0
ftsE	0
ftsH	0
ftsK_1	0
ftsK_2	250
ftsL_1	0
ftsL_2	0
ftsW_1	0
ftsW_2	2534
ftsX	0
ftsY	0
ftsZ	5
fucO	3257
fur	1196
fus	0
gabR	2315
gadC_1	53
gadC_2	715
galE	0
galK_1	1404
galK_2	0
galM_1	453
galM_2	0
galT	91
ganB	1452
gap_1	295
gap_2	0
garB	8142
garK	3509
gatA_1	0
gatA_2	1
gatB_1	259
gatB_2	0
gatC_1	749
gatC_2	0
gbpA	29
gbuB	425
gcvH	0
gdh	1751
gdhIV	5642
gdpP	67
ghrB	485
gla	0
glcK	615
glcR_1	0
glcR_2	2291
glcU_1	316
glcU_2	0
gldA	1308
glmM	0
glmS	0
glmU	0
glnA	0
glnH	140
glnM_1	0
glnM_2	51
glnP_1	40
glnP_2	0
glnQ_1	0
glnQ_2	0
glnR	5764
gloA	0
glpE_1	781
glpE_2	0
glpE_3	0
glpF	9
glpK	1282
glpO	344
glpQ_1	67
glpQ_2	22
glsA	0
gltC_1	260
gltC_2	0
gltX	0
gluP	0
glvR	0
glxK	14161
glxR	0
glyA	1
glyQ	0
glyS	0
gmk_1	0
gmk_2	559
gmuC_1	843
gmuC_2	561
gmuD_1	748
gmuD_2	0
gmuE_1	1273
gmuE_2	1601
gmuE_3	106
gmuE_4	1
gmuF	53
gmuR	0
gnd	0
gno	3
gor	47
gph_1	0
gph_2	861
gph_3	577
gpmA_1	24
gpmA_2	175
gpsA_1	506
gpsA_2	134
gpsB	0
graR	261
graS	0
greA	0
groL	0
groS	0
grpE	0
gshAB	94
gsiC	292
gspA_1	1176
gspA_2	0
gtaB_1	0
gtaB_2	0
guaA_1	0
guaB	105
guaC	481
gyrA	0
gyrB	0
hcf136	3141
hchA	1957
hdhA	0
helD_1	1121
helD_2	60
hemN	586
hepT	2824
hflX	57
hhaIM	0
hin	0
hisS	0
hmo	79
hmpT	108
hmuU	1
hosA	1469
hpaIIM	0
hpf	0
hprK	0
hpt	0
hrcA	0
hrtA_1	0
hrtA_2	174
hsdR	842
hslO	49
hslR	0
hslV	0
hssR	143
htrA	0
hupA	0
iadA	394
iap_1	6152
icaR	7
iclR	158
ileS	2
ilvE	0
immA	0
immR	771
infA	0
infB	0
infC	0
intQ_1	1342
intQ_2	2017
irtA	4502
iscS_1	0
iscS_2	0
iscU	0
ispD	0
ispE	241
kbaY	1170
kdgA	659
kdgK	3192
kduI1	2841
kfoC	0
kojP	6789
ktrA	2274
kup	7575
lacC_1	783
lacC_2	0
lacD2	1
lacE_1	6393
lacE_2	333
lacF_1	168
lacF_2	928
lacF_3	118
lacF_4	0
lacF_5	135
lacF_6	1174
lacG_1	2943
lacG_2	1964
lacG_3	1718
lacL	26
lacM	0
lacR_1	217
lacR_2	440
lacR_3	163
lacS	2001
lciA	0
ldh	0
ldhB	0
ldtA	27594
lepA	0
leuS	259
lexA	0
lgt	0
lhpI	4678
liaS	0
licA_1	679
licA_2	0
licC_1	7692
licC_2	5705
licH	595
licR_1	2475
licR_2	102
licT_1	3433
licT_2	0
licT_3	0
ligA_1	0
ligA_2	158
lipC	0
lipL	39
lipO_1	0
lolD	0
lon	1979
lplJ	12
lrgA	169
lrp	0
lrpC	142
lspA	30
lsrC_1	4210
lsrC_2	1098
ltaS1_1	1251
ltaS1_2	2
ltaS1_3	3585
ltrA_1	0
ltrA_2	0
ltrA_3	0
ltrA_4	0
luxA	0
luxS	0
lysA	89
lysS	0
lytA_1	0
lytA_2	3374
lytA_3	25049
lytA_4	0
lytG	0
lytR_1	0
lytR_2	53
maa	0
maf	2158
malF	5683
malG	508
malH	981
malL_1	2559
malL_2	1729
malP	1783
manP	5190
manR_1	2822
manR_2	1124
manX_1	1972
manX_2	75
manX_3	0
manX_4	0
manX_5	0
manZ_1	3693
manZ_2	1
manZ_3	4586
manZ_4	1
manZ_5	169
manZ_6	2754
map	0
mapP	1105
mapZ	404
marR	0
mazE	0
mazF	97
mccF	133
mdxE	594
mecA	0
melR	930
menA	3323
menH_1	10
menH_2	766
mepM_1	260
mepM_2	958
metB	33
metE	95
metG	0
metK	1
metN2	67
metN_1	0
metN_2	0
metP_1	0
metP_2	0
metP_3	0
metQ_1	0
metQ_2	493
metQ_3	0
mfd	80
mfpA	723
mglA	243
mgsA	0
mgsR	344
mgtA	1677
mgtB	0
mgtE	464
mhqA	26
mhqD	0
miaA	28
misCA	295
mleS	2441
mltG	84
mngA	87
mngB	2205
mngR	0
mnmA	0
mnmE	0
mnmG_1	0
mnmG_2	1047
mntB_1	76
mntB_2	7286
mntH	6541
mntR	910
moeZ	1
mprA	16
mprF_1	4330
mprF_2	693
mraY	0
mraZ	0
mreC	0
mrnC	0
mro_1	646
mro_2	0
mrp	0
mscL	5379
mshD_1	0
mshD_2	674
msmE	137
msrA_1	4263
msrA_2	0
msrB	0
msrC	105
msrR_1	0
msrR_2	101
mta	1026
mtlA_1	106
mtlA_2	381
mtlA_3	0
mtlD	2542
mtlF_1	4
mtlF_2	1750
mtlR_1	564
mtlR_2	4033
mtnB	0
mtnN	5
murA1_1	5
murA1_2	523
murB	0
murC	0
murD	0
murE	0
murF_1	17
murF_2	0
murG	0
murI	158
murJ_1	0
murJ_2	5067
murJ_3	843
murQ	1772
murR_1	15412
murR_2	5225
mutL	243
mutM	0
mutS2_1	87
mutS2_2	1
mutS_1	3661
mutS_2	1724
mutY	246
mvaA	1
mvaS	0
nadD	0
nadE	0
nadR	469
nagA	1178
nagB	338
nagE	1591
nanE_1	144
napA	326
natA_1	0
natA_2	0
natA_3	1680
natA_4	340
ndk	888
ndoA	0
ndvA	701
nfo_1	7857
nfo_2	660
nhaC_1	0
nhaC_2	0
nhaC_3	3192
nhaC_4	215
nhaC_5	0
nhaK	6560
niaX	0
nirC	496
nlhH	43
nnrD	4961
nodM	502
norG	5054
noxE	2012
nox_1	0
nox_2	540
npr_1	5740
npr_2	51
nrdD	2592
nrdE1	769
nrdF	0
nrdG	165
nrdH	0
nrdR	0
nrnA	2
ntcA	2689
nth	0
ntpA	0
ntpB	0
ntpC	170
ntpD	0
ntpG	0
ntpJ_1	131
ntpJ_2	1402
ntpK	0
nupC	459
nusA	0
nusB	0
nusG	0
nylA	74
oatA	0
obg	0
ogt	51
ohrA	0
ohrB_1	0
ohrR	32
oppB	0
oppD_1	13
oppD_2	215
oppF_1	637
oppF_2	87
opuAA	195
opuBB	232
opuCA_1	1485
opuCA_2	19
opuCB	474
opuCC	212
opuCD	4678
oxyR	1114
padC	368
paiA	1082
panE	0
panT_1	0
panT_2	0
parB	0
parC	22
parE	1
patA_1	3798
patA_2	139
patB	144
pbp	1
pbpF	0
pbpX_1	293
pbpX_2	0
pbuG	57
pbuO	0
pcp	295
pcrA	106
pdhA	0
pdhB	0
pdhC	0
pdhD	0
pdp	0
pdxK	0
pehX	41
pelX	1263
pemA	3378
pemK	3006
penA	0
pepA	198
pepC	214
pepF1_1	388
pepF1_2	700
pepO	1118
pepQ	0
pepS	875
pepT	286
pepV	288
perR	625
pezT	49
pfkA	0
pfkB	1992
pflA	0
pflB	1518
pgaC	1054
pgcA	0
pgdA	199
pgdS	0
pgi	0
pgk	0
pglA	918
pglF	23
pglH_1	0
pglH_2	188
pgl_1	2397
pgl_2	52
pgmB	45
pgpH	169
pgsA	0
pgsA1	299
phaJ	59
pheA	279
pheS	0
pheT_1	0
pheT_2	0
phnW	19537
phnX_1	0
phnX_2	261
phoP	0
phoR_1	503
phoR_2	0
phoR_3	1065
phoR_4	53
phoU	0
pimA	57
pinR	213
pisA	0
plsC	0
plsX	23
plsY	0
pncB2	0
pnp	5
pnuC	69
polA	0
polC_1	0
polC_2	0
ponA_1	0
ponA_2	433
por_1	0
por_2	857
potA_1	0
potB	0
potD	116
pox5	827
ppaC	0
pphA	1389
ppm1	0
ppnKA	0
prfA	0
prfB	0
prfC	362
priA	1
prkC	1539
prmA	162
prmC_1	0
prmC_2	85
proA	17
proB	0
proC	0
proS	0
proX_1	0
proX_2	1
prs	0
prs2	40
prsA_1	0
prsA_2	489
prsA_3	85
pspB_1	0
pspB_2	0
pspB_3	26
pstA	0
pstB3_1	0
pstB3_2	0
pstC1	0
pstS1_1	0
pstS1_2	82
pta	0
pth	0
ptsG_1	6769
ptsG_2	0
ptsG_3	0
ptsH	0
ptsI	43
pucK	7206
punA	27
purA	3
purB	343
purC	61
purD	54
purE	0
purF	0
purH	58
purK	0
purL	1
purM	0
purN	0
purQ	0
purR_1	0
purR_2	0
purS	0
puuD	0
puuR	0
pyk	7
pyrB	0
pyrC	0
pyrDA	0
pyrDB	0
pyrE	0
pyrF	0
pyrG	2768
pyrH	0
pyrK_1	32
pyrK_2	23
pyrP	559
pyrR	0
qorB	13021
queA	1
queG	533
queT_1	22
queT_2	63
radA	1660
rapA	1323
rasP	1
rbbA	58
rbfA	0
rbgA	0
rbn_1	262
rbsD	85
rbsK/rbiA	115
rbsR	2570
rclA	2291
recA	0
recD2	600
recF	0
recG	0
recJ	45
recN	441
recO	0
recQ_1	0
recQ_2	91
recR	0
recU	0
recX	0
relA	0
repD	1933
repN	141
rex_1	0
rex_2	1262
rfbA	0
rfbC	0
rhaA	2267
rhaB	133
rhaD	42
rhaM	42
rhgT	0
rho	39
ribF	25
ribX	920
ribZ_1	118
ribZ_2	15457
ricR	0
rifL	1809
rihB	0
rimI_1	0
rimI_2	57
rimM	0
rimP	0
rlmA	26
rlmCD_1	0
rlmCD_2	0
rlmH	105
rlmI	2391
rlmL	0
rlmN	0
rluB_1	1094
rluB_2	0
rluD_1	58
rluD_2	0
rluD_3	0
rmd	0
rmlB	0
rmlD	0
rnc	0
rnhA	0
rnhB	282
rnhC	0
rnj1	1
rnj2	0
rnmV	0
rnpA	0
rnr	18
rny_1	0
rny_2	304
rnz	0
rodA	6
rpe_1	0
rph	0
rpiA	0
rplA	0
rplB	0
rplC	0
rplD	0
rplE	0
rplF	0
rplGA	0
rplI	0
rplJ	0
rplK	0
rplL	0
rplM	0
rplN	0
rplO	0
rplP	0
rplQ	0
rplR	0
rplS	0
rplT	0
rplU	0
rplV	0
rplW	0
rplX	0
rpmA	0
rpmB	0
rpmC	0
rpmD	0
rpmE2	0
rpmF_1	3798
rpmF_2	0
rpmG2	0
rpmGA_1	269
rpmGA_2	0
rpmH	0
rpmI	0
rpmJ	0
rpoA	0
rpoB	1
rpoC	33
rpoE	181
rpoN1	0
rpoZ	0
rppH	0
rpsA	31
rpsB	0
rpsC	0
rpsD	0
rpsE	0
rpsF	203
rpsG	0
rpsH	0
rpsI	0
rpsJ	0
rpsK	0
rpsL	1
rpsM	0
rpsN1	0
rpsN2_1	186
rpsN2_2	2031
rpsO	0
rpsP	0
rpsQ	0
rpsR	0
rpsS	0
rpsT	0
rpsU	0
rsfS	240
rsgA	0
rsiV	154
rsmA_1	0
rsmA_2	103
rsmB	0
rsmC	50
rsmD	429
rsmE	1121
rsmF	2833
rsmG	0
rsmH_1	0
rsmH_2	0
rsmI	542
rspR_1	724
rspR_2	1208
rsuA	1107
ruvA	0
ruvB	657
sacA	689
sacY	0
sbcC	341
sbcD	164
scpA	0
scpB	0
sdhA	409
sdhB	0
sdrD	266
secA	7
secE	0
secG	0
secY	0
sepF	0
serS	22
sfsA	83
sgbE	0
sigA	0
sigH	146
sigV	0
sipV	0
sle1	0
smc_1	1861
smc_2	0
smc_3	319
smc_4	999
smc_5	0
smc_6	6336
smpB	0
sodA	0
soj_1	0
soj_2	0
soj_3	1
soj_4	0
sorA_1	0
sorA_2	0
sorA_3	780
sorB_1	0
sorB_2	0
sorC_1	411
sorC_2	97
sorF	0
soxS	338
spoIIIE	0
sppA	281
spsB	0
spxA_1	0
spxA_2	0
spxA_3	0
spxA_4	3865
spxA_5	61
srlA	68
srlB	1549
srlE	4153
srlR	0
srrA_1	0
srrA_2	0
srrB	3695
ssaB_1	258
ssaB_2	209
ssb_1	0
ssb_2	782
sstT	2002
ssuB	0
steT_1	7998
steT_2	585
stp	284
sttH	18
sufB_1	0
sufB_2	0
sufS	0
sugC	606
sugE	122
suhB	0
tadA_1	0
tadA_2	0
tag	3039
tagG	0
tagH	0
tagO	0
tcyP	0
tdk	117
tee6	2800
tetA	248
tetR	0
tgt	638
thiD	0
thiI	497
thiN	0
thiO	3869
thiT	351
thiY	250
thlA	0
thrB	0
thrS	0
thyA	0
tig	100
tilS	0
tkt	1
tlyA	0
tmk	0
tmpC	1820
topA	0
topB_1	695
topB_2	1014
topB_3	259
tpiA	0
tqsA_1	58
tqsA_2	1801
tqsA_3	2063
tqsA_4	485
treA	0
treB	2210
treP_1	763
treR	1859
trmB	0
trmD	0
trmFO	263
trmK	0
trmL	257
trpS2	56
truA	0
truB	0
trxA_1	179
trxA_2	0
trxB	1
tsaB	20
tsaD	1
tsaE	0
tsf	0
tuf_1	1
tuf_2	53
typA	23
tyrA	2416
tyrS1	0
ubiB	3465
ubiE_1	330
ubiE_2	140
udk	789
ugd	420
ugl_1	649
ugl_2	14
ugpB	2605
ulaA_1	123
ulaA_2	280
ulaB_1	0
ulaB_2	0
ulaC	776
ulaD	10
ulaE	3300
ulaG	0
ung	0
upp	0
uppP	0
uppS	0
uvrA	993
uvrB	484
uvrC_1	0
uvrC_2	0
uxaA	240
uxaB	0
uxaC	590
uxuA_1	1171
uxuA_2	0
valS	0
vanA_1	0
vanA_2	0
vanH_1	0
vanH_2	0
vanX_1	0
vanX_2	0
vioD	560
vraR	0
walK_1	1
walK_2	0
walK_3	0
walK_4	0
walR_1	1
walR_2	0
walR_3	0
wbbD	0
wbbL	0
wbgU_1	0
wbgU_2	887
wecA	0
whiA	0
xerC_1	0
xerC_2	801
xerC_3	1956
xerC_4	557
xerD_1	0
xerD_2	2410
xerD_3	0
xerS_1	707
xpkA_1	1
xpkA_2	817
xpkA_3	51
xpt	0
xre	0
xseA	0
xseB	0
xylB_1	895
xylB_2	0
xylF	0
xylG	1702
xylH	951
xynB	1330
yabA	0
yacL	456
yadH	3818
ybaK_1	12
ybaK_2	0
ybbH_1	0
ybbH_2	178
ybdH	3202
ybeY	0
ybhF	523
ybhL	0
ybiT_1	0
ybiT_2	2123
ybiT_3	411
ybjG	126
ycaM	1945
yccF	655
yceM	1256
ychF	0
yciC	101
ycjO	292
ycjP	2034
yckB	413
yclM	117
yclQ	5
ydbD	339
ydcP_1	492
ydcP_2	486
ydcV	58
yddE	791
ydeA	3724
ydfK	98
ydhF	0
ydjZ	2208
yecD_1	21
yecD_2	0
yecD_3	633
yecS_1	115
yecS_2	1541
yehU_1	1033
yehU_2	0
yesO	336
yesS	1454
yfbR	243
yfdH	61
yfiC	0
yfiY	380
yfkJ	1
yfkN	28
yfmL	742
yfmO_1	1762
yfmO_2	316
yfnB_1	663
yfnB_2	67
ygaZ_1	163
ygaZ_2	0
ygfA	0
yghA	131
yhaM	0
yhaO	0
yhaX	0
yhdG	484
yhdN	0
yheH	13802
yheI	24311
yheS_1	1670
yheS_2	2447
yhfK	0
yhhX	5830
yidA_1	341
yidA_2	58
yidA_3	0
yidC	0
yifK	605
yigZ	930
yitU	188
yjaB	0
yjbK	717
yjbM	26
yjcD	5121
yjhB_1	214
yjhB_2	0
yjhB_3	10
yjiA	754
yjlD	4316
