aaaGene	Human_ERR1801009
GPFGEMDG_02399	0
GPFGEMDG_02400	752
GPFGEMDG_02402	0
GPFGEMDG_02408	0
GPFGEMDG_02411	296
GPFGEMDG_02412	0
GPFGEMDG_02413	995
GPFGEMDG_02422	0
GPFGEMDG_02424	0
GPFGEMDG_02425	0
GPFGEMDG_02426	340
GPFGEMDG_02431	1387
GPFGEMDG_02433	388
GPFGEMDG_02444	0
GPFGEMDG_02445	416
GPFGEMDG_02447	0
GPFGEMDG_02451	0
GPFGEMDG_02456	0
GPFGEMDG_02457	0
GPFGEMDG_02460	71
GPFGEMDG_02461	983
GPFGEMDG_02462	0
GPFGEMDG_02470	398
GPFGEMDG_02478	349
GPFGEMDG_02479	0
GPFGEMDG_02480	2086
GPFGEMDG_02481	269
GPFGEMDG_02485	3515
GPFGEMDG_02487	428
GPFGEMDG_02488	0
GPFGEMDG_02490	1173
GPFGEMDG_02496	0
GPFGEMDG_02498	621
GPFGEMDG_02503	0
GPFGEMDG_02506	0
GPFGEMDG_02509	7108
GPFGEMDG_02510	0
GPFGEMDG_02511	122
GPFGEMDG_02512	0
GPFGEMDG_02513	0
GPFGEMDG_02514	0
GPFGEMDG_02515	0
GPFGEMDG_02516	0
GPFGEMDG_02517	0
GPFGEMDG_02518	0
GPFGEMDG_02521	0
GPFGEMDG_02522	0
GPFGEMDG_02523	0
GPFGEMDG_02524	537
GPFGEMDG_02525	1719
GPFGEMDG_02526	1209
GPFGEMDG_02527	882
GPFGEMDG_02528	0
GPFGEMDG_02530	0
GPFGEMDG_02531	0
GPFGEMDG_02532	1
GPFGEMDG_02533	0
GPFGEMDG_02534	0
GPFGEMDG_02535	0
GPFGEMDG_02536	0
GPFGEMDG_02537	1533
GPFGEMDG_02539	622
GPFGEMDG_02540	1922
GPFGEMDG_02541	203
GPFGEMDG_02542	0
GPFGEMDG_02543	253
GPFGEMDG_02544	232
GPFGEMDG_02546	0
GPFGEMDG_02547	0
GPFGEMDG_02548	0
GPFGEMDG_02549	0
GPFGEMDG_02550	0
GPFGEMDG_02551	0
GPFGEMDG_02552	0
GPFGEMDG_02553	0
GPFGEMDG_02554	0
GPFGEMDG_02555	0
GPFGEMDG_02556	0
GPFGEMDG_02557	761
GPFGEMDG_02558	0
GPFGEMDG_02559	0
GPFGEMDG_02560	0
GPFGEMDG_02561	0
GPFGEMDG_02562	0
GPFGEMDG_02563	0
GPFGEMDG_02564	0
GPFGEMDG_02565	0
GPFGEMDG_02566	0
GPFGEMDG_02567	0
GPFGEMDG_02568	0
GPFGEMDG_02569	0
GPFGEMDG_02570	0
GPFGEMDG_02571	335
GPFGEMDG_02572	428
GPFGEMDG_02573	0
GPFGEMDG_02576	0
GPFGEMDG_02577	585
GPFGEMDG_02578	0
GPFGEMDG_02579	0
GPFGEMDG_02580	0
GPFGEMDG_02588	659
GPFGEMDG_02593	2461
GPFGEMDG_02595	2307
GPFGEMDG_02606	0
GPFGEMDG_02607	0
GPFGEMDG_02608	0
GPFGEMDG_02612	0
GPFGEMDG_02617	0
GPFGEMDG_02619	0
GPFGEMDG_02620	0
GPFGEMDG_02627	0
GPFGEMDG_02629	437
GPFGEMDG_02631	0
GPFGEMDG_02633	0
GPFGEMDG_02634	2834
GPFGEMDG_02635	2056
GPFGEMDG_02638	2152
GPFGEMDG_02640	324
GPFGEMDG_02644	0
GPFGEMDG_02652	0
GPFGEMDG_02654	0
GPFGEMDG_02657	0
GPFGEMDG_02659	0
GPFGEMDG_02660	262
GPFGEMDG_02661	1621
GPFGEMDG_02663	72
GPFGEMDG_02665	0
GPFGEMDG_02675	343
GPFGEMDG_02678	0
GPFGEMDG_02681	0
GPFGEMDG_02682	0
GPFGEMDG_02683	0
GPFGEMDG_02684	0
GPFGEMDG_02686	883
GPFGEMDG_02687	69
GPFGEMDG_02690	0
GPFGEMDG_02691	0
GPFGEMDG_02703	0
GPFGEMDG_02704	123
GPFGEMDG_02705	0
GPFGEMDG_02707	8830
GPFGEMDG_02708	777
GPFGEMDG_02718	0
GPFGEMDG_02719	0
GPFGEMDG_02720	0
GPFGEMDG_02721	120
GPFGEMDG_02722	473
GPFGEMDG_02724	74
GPFGEMDG_02726	931
GPFGEMDG_02727	646
GPFGEMDG_02730	572
GPFGEMDG_02732	0
GPFGEMDG_02733	3005
GPFGEMDG_02735	583
GPFGEMDG_02740	1370
GPFGEMDG_02742	0
GPFGEMDG_02748	0
GPFGEMDG_02749	0
GPFGEMDG_02751	0
GPFGEMDG_02752	0
GPFGEMDG_02753	0
GPFGEMDG_02759	0
GPFGEMDG_02760	458
GPFGEMDG_02761	38
GPFGEMDG_02762	329
GPFGEMDG_02763	677
GPFGEMDG_02764	0
GPFGEMDG_02766	0
GPFGEMDG_02767	0
GPFGEMDG_02768	18
GPFGEMDG_02769	332
GPFGEMDG_02770	6440
GPFGEMDG_02771	0
GPFGEMDG_02774	0
GPFGEMDG_02776	2086
GPFGEMDG_02777	0
GPFGEMDG_02778	152
GPFGEMDG_02780	0
GPFGEMDG_02781	61
GPFGEMDG_02782	194
GPFGEMDG_02783	0
GPFGEMDG_02784	63
GPFGEMDG_02785	0
GPFGEMDG_02787	0
GPFGEMDG_02788	0
GPFGEMDG_02789	654
GPFGEMDG_02791	0
GPFGEMDG_02792	0
GPFGEMDG_02793	0
GPFGEMDG_02799	0
GPFGEMDG_02800	83
GPFGEMDG_02801	0
GPFGEMDG_02803	1164
GPFGEMDG_02804	0
GPFGEMDG_02805	0
GPFGEMDG_02806	0
GPFGEMDG_02807	762
GPFGEMDG_02808	0
GPFGEMDG_02809	0
GPFGEMDG_02810	0
GPFGEMDG_02812	5201
GPFGEMDG_02813	0
GPFGEMDG_02814	0
GPFGEMDG_02819	0
GPFGEMDG_02820	0
GPFGEMDG_02821	0
GPFGEMDG_02822	0
GPFGEMDG_02823	0
GPFGEMDG_02824	0
GPFGEMDG_02825	0
GPFGEMDG_02826	0
GPFGEMDG_02828	155
GPFGEMDG_02829	763
GPFGEMDG_02830	6
GPFGEMDG_02832	1
GPFGEMDG_02833	0
GPFGEMDG_02834	0
GPFGEMDG_02835	0
GPFGEMDG_02836	0
GPFGEMDG_02837	1207
GPFGEMDG_02838	0
GPFGEMDG_02839	194
GPFGEMDG_02840	0
GPFGEMDG_02841	0
GPFGEMDG_02842	56
GPFGEMDG_02843	0
GPFGEMDG_02844	0
GPFGEMDG_02845	0
GPFGEMDG_02846	0
GPFGEMDG_02847	0
GPFGEMDG_02850	218
GPFGEMDG_02851	0
GPFGEMDG_02852	4275
GPFGEMDG_02853	0
GPFGEMDG_02854	0
GPFGEMDG_02855	212
GPFGEMDG_02856	86
GPFGEMDG_02858	0
GPFGEMDG_02859	484
GPFGEMDG_02860	0
GPFGEMDG_02862	0
GPFGEMDG_02863	0
GPFGEMDG_02864	0
GPFGEMDG_02865	0
GPFGEMDG_02866	0
GPFGEMDG_02867	0
GPFGEMDG_02868	0
GPFGEMDG_02870	329
GPFGEMDG_02871	695
GPFGEMDG_02872	0
Int-Tn_1	0
Int-Tn_2	1415
abfA_1	134
abfA_2	166
abgB_1	0
abgB_2	0
accA	0
accB	0
accD	0
ackA	5
acpA_1	0
acpP	0
acpS	0
act	0
acuI	6593
acuR	3373
acyP	0
adaA	1039
addA	1
addB	0
adeC	360
adh	1258
adhE	7454
adhR	0
adk	1
aes_1	502
aes_2	214
afr_1	505
afr_2	2856
agaC	0
agaSK_1	2337
agaSK_2	2604
agrA_1	2260
agrA_2	542
agrB	11
ahpC	0
ahpF	1698
alaA	312
alaS	0
albF	5000
aldC	0
algC	4134
alr	0
alsS	870
ampH	0
amt	0
anr	254
ansA	1913
apbE	682
apc1	8618
appA	3149
apt	0
araA	0
araB	0
araC_1	0
araC_2	862
araC_3	0
araD	0
araN_1	9104
araN_2	0
araQ_1	0
araQ_2	0
araQ_3	0
araQ_4	142
araQ_5	197
araQ_6	0
araR_1	244
araR_2	714
arcA	75
arcB	134
arcC1	0
arcD1_1	1590
arcD1_2	3126
argR_1	0
argR_2	0
argR_3	0
argS	0
arlR_1	63
arlR_2	0
arlS	0
aroA	321
aroB	2940
aroC	15
aroD	0
aroE	146
aroF	210
aroK	76
arsC	81
artM_1	0
artM_2	292
artM_3	132
asd	414
asnB	0
asnS	0
aspS	0
atpA	60
atpB	0
atpC	0
atpD	0
atpE_1	0
atpE_2	1
atpF	0
atpG	0
atpH	0
axe2	0
azoR	1
bacC	0
banIM	0
bbmA	567
bca	7185
bceA_1	0
bceA_2	55
bceB_1	32
bceB_2	2460
bcr	79
bcrC	2339
benM	0
bepA	0
betI	0
bfrA	860
bglC	2290
bglF_1	1111
bglF_2	0
bglF_3	45
bglH_1	3247
bglH_2	800
bglK	2117
bin3_1	863
bin3_2	1058
bin3_3	1288
bin3_4	348
bioY2	796
birA	0
bmr3	4897
brnQ_1	458
brnQ_2	372
bsaA	0
bsdC	239
cadA	0
cah	0
carA	141
carB	0
cas2_1	0
cas2_2	0
catE	0
catM	0
cbh_1	0
cbh_2	2956
cbh_3	345
cca	0
ccpA_1	506
ccpA_2	0
ccpB	696
cdaA	0
cdaR_1	0
cdaR_2	0
cdd	0
cdr_1	2836
cdr_2	5459
cdsA	0
celA_1	230
celA_2	0
celA_3	0
cfa	0
cfiB_1	0
cfiB_2	0
cggR	32
chbC	288
chbR	729
chrR	0
chvE	1822
cinA	132
citS	0
clcA	2566
clpB	3
clpC	1
clpE	4923
clpP_1	0
clpP_2	0
clpX	0
clpY	0
clsA_1	0
clsA_2	7852
cmk	106
cmpD	0
cmtB_1	0
cmtB_2	0
cna	978
coaA	0
coaBC_1	0
coaBC_2	0
coaD	0
coaE	0
cobB	852
cobQ	0
codY	176
coiA	1119
comC	1
comEA	145
comEC	821
comFA	76
comGA	3075
comGC	2199
copA	6898
copB	5
copY	0
copZ	0
corA_1	1820
corA_2	954
corC_1	836
corC_2	256
cpdA_1	1172
cpdA_2	2039
crr_1	0
crtK-2	1524
csbC	1786
cshA	0
cshB	0
csp	0
cspD	0
cspL	0
cspLA_1	0
cspLA_2	0
ctc	0
ctpE_1	3
ctpE_2	903
ctsR	0
cvfB	0
cwlC	1500
cycA	146
cypC	1287
cysE	0
cysK	0
cysL	116
cysM	438
cysS	0
czcD	550
czrA	345
dacA	30560
dagK_1	1809
dagK_2	0
dapA	0
dapB	0
dapE	0
dapF	631
dapH	0
dauA	79
dcuR	0
dcuS_1	157
dcuS_2	1
ddc	294
ddl_1	0
ddl_2	3039
def_1	0
def_2	0
degA_1	75
degA_2	0
degA_3	205
deoB	0
deoC	0
deoD	0
der_1	0
der_2	29
desK	0
desR	0
dgaE	246
dgaF	961
dgaR_1	3846
dgaR_2	2251
dgaR_3	4187
dgaR_4	1371
dgaR_5	601
dgaR_6	14635
dgkA	0
dgs	0
dhaK	36
dhaL	0
dhaM	0
dhaS	1
dinB_1	5228
dinB_2	124
dinB_3	1023
dinB_4	486
dinF	1
dinG_1	172
dinG_2	0
divIB	0
divIVA	0
dltA	538
dltC	0
dnaA	0
dnaB	0
dnaC	0
dnaD	0
dnaE	0
dnaG_1	0
dnaI	0
dnaJ	0
dnaK	0
dnaN	0
dnaX_1	0
dnaX_2	0
doc	0
dppC	0
dppE	243
dprA	2863
dps	0
drrA	0
dtd	616
dtd3_1	0
dtd3_2	1023
dtpT_1	0
dtpT_2	71
dtxR	0
dus_1	202
dus_2	0
dut	0
dxs	28912
ecdB	0
ecfA1	0
ecfA2_1	0
ecfA2_2	0
ecfT	0
ecsA_1	261
ecsA_2	302
efp	0
emrB	138
endA	16403
engB	0
eno	0
epsF	803
epsH	0
epsJ_1	0
epsJ_2	0
epsJ_3	296
epsJ_4	113
epsL	135
epsN	0
era	0
eriC	4279
est	0
ettA_1	0
ettA_2	168
exoA	0
exuR_1	3418
exuR_2	15806
exuR_3	0
ezrA	0
fabD	0
fabF	0
fabG_1	0
fabG_2	0
fabG_3	263
fabH	0
fabI	0
fabZ_1	0
fabZ_2	0
fba	0
fbp	461
fcbA1	856
feoB	3581
fepC	0
feuB_1	64
feuB_2	8877
feuC	142
ffh	0
fhs1	1081
fhuC	252
fieF	302
fldH_1	325
fldH_2	191
fliY	0
fmnP	0
fmt	0
fni	0
fnr	462
folA_1	147
folA_2	0
folA_3	154
folD	0
folT_1	626
folT_2	0
fosX	0
fpgS	1
fra	0
frlB_1	730
frmB	0
frr	0
fruA_1	0
fruA_2	4790
fruA_3	1132
fruA_4	858
fruA_5	494
fsaA	0
ftsA	0
ftsE	0
ftsH	0
ftsK_1	0
ftsK_2	701
ftsL_1	0
ftsL_2	0
ftsW_1	0
ftsW_2	1821
ftsX	0
ftsY	0
ftsZ	0
fucO	3039
fur	500
fus	0
gabR	338
gadC_1	0
gadC_2	545
galE	0
galK_1	459
galK_2	0
galM_1	380
galM_2	0
galT	0
ganB	1156
gap_1	566
gap_2	0
garB	12600
garK	3845
gatA_1	0
gatA_2	0
gatB_1	368
gatB_2	0
gatC_1	1035
gatC_2	0
gbpA	0
gbuB	409
gcvH	0
gdh	2814
gdhIV	4839
gdpP	0
ghrB	1168
gla	0
glcK	603
glcR_1	0
glcR_2	4095
glcU_1	269
glcU_2	27
gldA	2759
glmM	0
glmS	0
glmU	0
glnA	0
glnH	0
glnM_1	0
glnM_2	0
glnP_1	158
glnP_2	0
glnQ_1	0
glnQ_2	0
glnR	12218
gloA	0
glpE_1	539
glpE_2	0
glpE_3	0
glpF	0
glpK	2326
glpO	264
glpQ_1	0
glpQ_2	0
glsA	0
gltC_1	523
gltC_2	0
gltX	0
gluP	0
glvR	0
glxK	18775
glxR	0
glyA	0
glyQ	0
glyS	0
gmk_1	0
gmk_2	621
gmuC_1	425
gmuC_2	872
gmuD_1	1702
gmuD_2	0
gmuE_1	720
gmuE_2	1783
gmuE_3	0
gmuE_4	0
gmuF	58
gmuR	0
gnd	0
gno	8
gor	58
gph_1	0
gph_2	490
gph_3	124
gpmA_1	84
gpmA_2	256
gpsA_1	134
gpsA_2	372
gpsB	0
graR	0
graS	0
greA	0
groL	0
groS	0
grpE	0
gshAB	0
gsiC	604
gspA_1	950
gspA_2	0
gtaB_1	0
gtaB_2	0
guaA_1	0
guaB	3
guaC	315
gyrA	0
gyrB	0
hcf136	6170
hchA	2226
hdhA	0
helD_1	1571
helD_2	61
hemN	538
hepT	3072
hflX	0
hhaIM	0
hin	0
hisS	0
hmo	0
hmpT	73
hmuU	2
hosA	931
hpaIIM	9
hpf	0
hprK	0
hpt	0
hrcA	0
hrtA_1	0
hrtA_2	127
hsdR	895
hslO	0
hslR	0
hslV	0
hssR	423
htrA	0
hupA	0
iadA	545
iap_1	10073
icaR	0
iclR	0
ileS	113
ilvE	0
immA	0
immR	709
infA	0
infB	7
infC	0
intQ_1	1031
intQ_2	2684
irtA	3127
iscS_1	0
iscS_2	0
iscU	0
ispD	0
ispE	203
kbaY	501
kdgA	459
kdgK	2097
kduI1	2338
kfoC	0
kojP	5400
ktrA	2912
kup	12356
lacC_1	956
lacC_2	155
lacD2	53
lacE_1	6242
lacE_2	496
lacF_1	400
lacF_2	563
lacF_3	144
lacF_4	206
lacF_5	1
lacF_6	1464
lacG_1	2084
lacG_2	506
lacG_3	1691
lacL	210
lacM	0
lacR_1	376
lacR_2	641
lacR_3	35
lacS	1840
lciA	0
ldh	0
ldhB	0
ldtA	65548
lepA	0
leuS	0
lexA	0
lgt	179
lhpI	3499
liaS	4
licA_1	495
licA_2	137
licC_1	6107
licC_2	6950
licH	546
licR_1	2240
licR_2	127
licT_1	5601
licT_2	0
licT_3	0
ligA_1	0
ligA_2	0
lipC	0
lipL	0
lipO_1	0
lolD	0
lon	1958
lplJ	0
lrgA	411
lrp	127
lrpC	9
lspA	96
lsrC_1	4322
lsrC_2	206
ltaS1_1	71
ltaS1_2	12
ltaS1_3	3089
ltrA_1	0
ltrA_2	0
ltrA_3	0
ltrA_4	0
luxA	0
luxS	0
lysA	80
lysS	0
lytA_1	0
lytA_2	5146
lytA_3	38083
lytA_4	0
lytG	0
lytR_1	0
lytR_2	0
maa	0
maf	2183
malF	6027
malG	392
malH	868
malL_1	4467
malL_2	1516
malP	1513
manP	5343
manR_1	1672
manR_2	1438
manX_1	2339
manX_2	0
manX_3	0
manX_4	0
manX_5	0
manZ_1	3852
manZ_2	0
manZ_3	3277
manZ_4	0
manZ_5	113
manZ_6	4178
map	0
mapP	680
mapZ	242
marR	0
mazE	0
mazF	292
mccF	461
mdxE	639
mecA	0
melR	753
menA	3513
menH_1	1
menH_2	391
mepM_1	21
mepM_2	2281
metB	0
metE	0
metG	0
metK	0
metN2	79
metN_1	0
metN_2	0
metP_1	0
metP_2	0
metP_3	0
metQ_1	0
metQ_2	1411
metQ_3	0
mfd	27
mfpA	863
mglA	1
mgsA	0
mgsR	132
mgtA	1473
mgtB	0
mgtE	1379
mhqA	0
mhqD	0
miaA	0
misCA	0
mleS	2728
mltG	361
mngA	0
mngB	961
mngR	0
mnmA	0
mnmE	0
mnmG_1	83
mnmG_2	1428
mntB_1	418
mntB_2	9873
mntH	8266
mntR	615
moeZ	0
mprA	0
mprF_1	2326
mprF_2	1114
mraY	0
mraZ	0
mreC	0
mrnC	0
mro_1	749
mro_2	0
mrp	251
mscL	4505
mshD_1	0
mshD_2	0
msmE	0
msrA_1	3269
msrA_2	349
msrB	0
msrC	126
msrR_1	0
msrR_2	102
mta	70
mtlA_1	0
mtlA_2	111
mtlA_3	0
mtlD	2680
mtlF_1	1
mtlF_2	764
mtlR_1	192
mtlR_2	2686
mtnB	0
mtnN	0
murA1_1	29
murA1_2	731
murB	0
murC	0
murD	0
murE	0
murF_1	0
murF_2	0
murG	0
murI	0
murJ_1	0
murJ_2	7095
murJ_3	1104
murQ	500
murR_1	19119
murR_2	7063
mutL	152
mutM	0
mutS2_1	75
mutS2_2	301
mutS_1	1958
mutS_2	2620
mutY	56
mvaA	0
mvaS	0
nadD	0
nadE	0
nadR	231
nagA	1887
nagB	0
nagE	3158
nanE_1	60
napA	136
natA_1	0
natA_2	0
natA_3	4086
natA_4	0
ndk	1331
ndoA	0
ndvA	64
nfo_1	9018
nfo_2	288
nhaC_1	0
nhaC_2	0
nhaC_3	1705
nhaC_4	428
nhaC_5	0
nhaK	4833
niaX	0
nirC	827
nlhH	0
nnrD	6212
nodM	103
norG	2457
noxE	606
nox_1	0
nox_2	1313
npr_1	4388
npr_2	1
nrdD	2120
nrdE1	798
nrdF	0
nrdG	49
nrdH	0
nrdR	0
nrnA	0
ntcA	2425
nth	0
ntpA	0
ntpB	0
ntpC	103
ntpD	0
ntpG	0
ntpJ_1	0
ntpJ_2	1505
ntpK	0
nupC	363
nusA	0
nusB	0
nusG	0
nylA	161
oatA	10
obg	0
ogt	0
ohrA	0
ohrB_1	0
ohrR	0
oppB	0
oppD_1	0
oppD_2	451
oppF_1	224
oppF_2	0
opuAA	67
opuBB	0
opuCA_1	1001
opuCA_2	0
opuCB	0
opuCC	177
opuCD	6438
oxyR	987
padC	632
paiA	1423
panE	0
panT_1	0
panT_2	0
parB	0
parC	0
parE	0
patA_1	5489
patA_2	242
patB	0
pbp	2
pbpF	152
pbpX_1	130
pbpX_2	0
pbuG	0
pbuO	0
pcp	135
pcrA	258
pdhA	0
pdhB	114
pdhC	0
pdhD	0
pdp	1
pdxK	0
pehX	0
pelX	900
pemA	1581
pemK	1127
penA	0
pepA	338
pepC	2
pepF1_1	146
pepF1_2	783
pepO	1339
pepQ	0
pepS	1001
pepT	230
pepV	495
perR	387
pezT	0
pfkA	0
pfkB	2627
pflA	0
pflB	1234
pgaC	614
pgcA	0
pgdA	154
pgdS	0
pgi	1
pgk	0
pglA	391
pglF	0
pglH_1	0
pglH_2	74
pgl_1	3414
pgl_2	0
pgmB	153
pgpH	140
pgsA	0
pgsA1	604
phaJ	0
pheA	118
pheS	0
pheT_1	0
pheT_2	0
phnW	18782
phnX_1	0
phnX_2	0
phoP	0
phoR_1	326
phoR_2	0
phoR_3	1047
phoR_4	0
phoU	0
pimA	0
pinR	143
pisA	0
plsC	0
plsX	1
plsY	0
pncB2	0
pnp	13
pnuC	789
polA	0
polC_1	1
polC_2	0
ponA_1	0
ponA_2	630
por_1	0
por_2	1124
potA_1	0
potB	0
potD	0
pox5	1041
ppaC	0
pphA	1225
ppm1	0
ppnKA	0
prfA	0
prfB	0
prfC	461
priA	1
prkC	2312
prmA	479
prmC_1	0
prmC_2	50
proA	27
proB	0
proC	0
proS	0
proX_1	0
proX_2	1
prs	0
prs2	0
prsA_1	0
prsA_2	968
prsA_3	133
pspB_1	217
pspB_2	0
pspB_3	379
pstA	0
pstB3_1	0
pstB3_2	0
pstC1	0
pstS1_1	0
pstS1_2	360
pta	0
pth	0
ptsG_1	5420
ptsG_2	0
ptsG_3	0
ptsH	0
ptsI	121
pucK	9344
punA	0
purA	0
purB	1047
purC	0
purD	293
purE	0
purF	0
purH	121
purK	0
purL	434
purM	0
purN	0
purQ	212
purR_1	0
purR_2	0
purS	0
puuD	0
puuR	0
pyk	168
pyrB	0
pyrC	0
pyrDA	0
pyrDB	0
pyrE	0
pyrF	0
pyrG	3311
pyrH	0
pyrK_1	158
pyrK_2	0
pyrP	636
pyrR	0
qorB	17769
queA	0
queG	461
queT_1	112
queT_2	112
radA	1866
rapA	917
rasP	0
rbbA	336
rbfA	0
rbgA	0
rbn_1	0
rbsD	474
rbsK/rbiA	268
rbsR	1076
rclA	1534
recA	0
recD2	382
recF	0
recG	1
recJ	0
recN	2270
recO	0
recQ_1	66
recQ_2	0
recR	0
recU	0
recX	0
relA	0
repD	2606
repN	91
rex_1	8
rex_2	1468
rfbA	0
rfbC	0
rhaA	2890
rhaB	176
rhaD	423
rhaM	0
rhgT	0
rho	175
ribF	87
ribX	1033
ribZ_1	142
ribZ_2	12218
ricR	0
rifL	1501
rihB	0
rimI_1	196
rimI_2	0
rimM	0
rimP	0
rlmA	90
rlmCD_1	0
rlmCD_2	0
rlmH	86
rlmI	2601
rlmL	0
rlmN	0
rluB_1	871
rluB_2	0
rluD_1	247
rluD_2	0
rluD_3	0
rmd	0
rmlB	1
rmlD	0
rnc	0
rnhA	0
rnhB	128
rnhC	0
rnj1	0
rnj2	0
rnmV	0
rnpA	0
rnr	248
rny_1	0
rny_2	190
rnz	0
rodA	1
rpe_1	0
rph	0
rpiA	0
rplA	0
rplB	0
rplC	0
rplD	0
rplE	0
rplF	0
rplGA	0
rplI	0
rplJ	0
rplK	0
rplL	0
rplM	0
rplN	0
rplO	2
rplP	0
rplQ	0
rplR	0
rplS	0
rplT	0
rplU	0
rplV	0
rplW	0
rplX	0
rpmA	0
rpmB	0
rpmC	0
rpmD	0
rpmE2	0
rpmF_1	4671
rpmF_2	0
rpmG2	0
rpmGA_1	0
rpmGA_2	0
rpmH	0
rpmI	0
rpmJ	0
rpoA	1
rpoB	0
rpoC	0
rpoE	593
rpoN1	1
rpoZ	0
rppH	142
rpsA	364
rpsB	0
rpsC	0
rpsD	0
rpsE	0
rpsF	0
rpsG	0
rpsH	0
rpsI	0
rpsJ	0
rpsK	0
rpsL	2
rpsM	0
rpsN1	0
rpsN2_1	573
rpsN2_2	4568
rpsO	0
rpsP	0
rpsQ	0
rpsR	0
rpsS	0
rpsT	0
rpsU	0
rsfS	226
rsgA	0
rsiV	619
rsmA_1	0
rsmA_2	198
rsmB	0
rsmC	0
rsmD	338
rsmE	1738
rsmF	3458
rsmG	0
rsmH_1	0
rsmH_2	0
rsmI	290
rspR_1	410
rspR_2	2154
rsuA	513
ruvA	0
ruvB	377
sacA	229
sacY	0
sbcC	1
sbcD	75
scpA	0
scpB	0
sdhA	529
sdhB	0
sdrD	633
secA	0
secE	0
secG	0
secY	0
sepF	0
serS	0
sfsA	155
sgbE	0
sigA	0
sigH	0
sigV	0
sipV	0
sle1	0
smc_1	594
smc_2	1
smc_3	0
smc_4	485
smc_5	0
smc_6	14502
smpB	0
sodA	0
soj_1	0
soj_2	0
soj_3	0
soj_4	0
sorA_1	0
sorA_2	0
sorA_3	0
sorB_1	123
sorB_2	0
sorC_1	0
sorC_2	132
sorF	0
soxS	139
spoIIIE	0
sppA	0
spsB	0
spxA_1	0
spxA_2	0
spxA_3	0
spxA_4	2275
spxA_5	0
srlA	0
srlB	1221
srlE	5168
srlR	0
srrA_1	0
srrA_2	0
srrB	2564
ssaB_1	0
ssaB_2	329
ssb_1	0
ssb_2	607
sstT	2471
ssuB	0
steT_1	8970
steT_2	583
stp	155
sttH	0
sufB_1	0
sufB_2	0
sufS	149
sugC	923
sugE	290
suhB	0
tadA_1	0
tadA_2	0
tag	1897
tagG	0
tagH	0
tagO	0
tcyP	0
tdk	213
tee6	1132
tetA	133
tetR	0
tgt	235
thiD	0
thiI	653
thiN	0
thiO	3967
thiT	920
thiY	684
thlA	0
thrB	0
thrS	0
thyA	0
tig	0
tilS	0
tkt	456
tlyA	0
tmk	0
tmpC	1577
topA	0
topB_1	147
topB_2	1793
topB_3	482
tpiA	0
tqsA_1	157
tqsA_2	2634
tqsA_3	2575
tqsA_4	357
treA	133
treB	2781
treP_1	1371
treR	2158
trmB	0
trmD	0
trmFO	130
trmK	0
trmL	448
trpS2	0
truA	0
truB	0
trxA_1	81
trxA_2	0
trxB	0
tsaB	0
tsaD	1
tsaE	0
tsf	0
tuf_1	0
tuf_2	0
typA	0
tyrA	1563
tyrS1	0
ubiB	3016
ubiE_1	217
ubiE_2	0
udk	694
ugd	141
ugl_1	145
ugl_2	1
ugpB	4297
ulaA_1	0
ulaA_2	389
ulaB_1	0
ulaB_2	0
ulaC	1012
ulaD	67
ulaE	5156
ulaG	0
ung	0
upp	0
uppP	0
uppS	0
uvrA	922
uvrB	408
uvrC_1	0
uvrC_2	0
uxaA	211
uxaB	0
uxaC	676
uxuA_1	1710
uxuA_2	0
valS	5
vanA_1	0
vanA_2	0
vanH_1	0
vanH_2	0
vanX_1	0
vanX_2	0
vioD	0
vraR	0
walK_1	0
walK_2	0
walK_3	0
walK_4	0
walR_1	0
walR_2	0
walR_3	0
wbbD	0
wbbL	0
wbgU_1	0
wbgU_2	808
wecA	0
whiA	0
xerC_1	0
xerC_2	377
xerC_3	1567
xerC_4	1224
xerD_1	0
xerD_2	3460
xerD_3	0
xerS_1	355
xpkA_1	0
xpkA_2	3202
xpkA_3	0
xpt	0
xre	0
xseA	0
xseB	0
xylB_1	129
xylB_2	0
xylF	0
xylG	1467
xylH	402
xynB	761
yabA	0
yacL	239
yadH	5090
ybaK_1	221
ybaK_2	0
ybbH_1	0
ybbH_2	0
ybdH	3256
ybeY	0
ybhF	636
ybhL	0
ybiT_1	1
ybiT_2	1274
ybiT_3	165
ybjG	225
ycaM	2731
yccF	438
yceM	549
ychF	0
yciC	244
ycjO	508
ycjP	1615
yckB	900
yclM	0
yclQ	32
ydbD	29
ydcP_1	600
ydcP_2	465
ydcV	0
yddE	567
ydeA	7298
ydfK	0
ydhF	0
ydjZ	1794
yecD_1	860
yecD_2	0
yecD_3	997
yecS_1	0
yecS_2	2771
yehU_1	591
yehU_2	0
yesO	74
yesS	754
yfbR	0
yfdH	27
yfiC	0
yfiY	452
yfkJ	0
yfkN	295
yfmL	98
yfmO_1	2435
yfmO_2	409
yfnB_1	149
yfnB_2	0
ygaZ_1	73
ygaZ_2	0
ygfA	0
yghA	163
yhaM	0
yhaO	0
yhaX	0
yhdG	641
yhdN	0
yheH	16453
yheI	30994
yheS_1	2126
yheS_2	2764
yhfK	0
yhhX	4982
yidA_1	228
yidA_2	0
yidA_3	1
yidC	0
yifK	824
yigZ	1329
yitU	43
yjaB	0
yjbK	1465
yjbM	0
yjcD	7615
yjhB_1	414
yjhB_2	1
yjhB_3	210
yjiA	111
yjlD	5061
yjmB	3693
yknY_1	629
