aaaGene	BHI_ERR1801014
GPFGEMDG_02408	0
GPFGEMDG_02411	113
GPFGEMDG_02412	0
GPFGEMDG_02413	1240
GPFGEMDG_02422	0
GPFGEMDG_02424	0
GPFGEMDG_02425	0
GPFGEMDG_02426	349
GPFGEMDG_02431	1661
GPFGEMDG_02433	121
GPFGEMDG_02444	123
GPFGEMDG_02445	289
GPFGEMDG_02447	0
GPFGEMDG_02451	0
GPFGEMDG_02456	0
GPFGEMDG_02457	0
GPFGEMDG_02460	0
GPFGEMDG_02461	313
GPFGEMDG_02462	0
GPFGEMDG_02470	298
GPFGEMDG_02478	1168
GPFGEMDG_02479	0
GPFGEMDG_02480	1358
GPFGEMDG_02481	189
GPFGEMDG_02485	1712
GPFGEMDG_02487	0
GPFGEMDG_02488	0
GPFGEMDG_02490	1522
GPFGEMDG_02496	118
GPFGEMDG_02498	886
GPFGEMDG_02503	0
GPFGEMDG_02506	0
GPFGEMDG_02509	3514
GPFGEMDG_02510	0
GPFGEMDG_02511	0
GPFGEMDG_02512	0
GPFGEMDG_02513	0
GPFGEMDG_02514	0
GPFGEMDG_02515	0
GPFGEMDG_02516	0
GPFGEMDG_02517	0
GPFGEMDG_02518	0
GPFGEMDG_02521	0
GPFGEMDG_02522	0
GPFGEMDG_02523	0
GPFGEMDG_02524	189
GPFGEMDG_02525	158
GPFGEMDG_02526	1365
GPFGEMDG_02527	247
GPFGEMDG_02528	0
GPFGEMDG_02530	128
GPFGEMDG_02531	130
GPFGEMDG_02532	0
GPFGEMDG_02533	0
GPFGEMDG_02534	0
GPFGEMDG_02535	0
GPFGEMDG_02536	479
GPFGEMDG_02537	1095
GPFGEMDG_02539	296
GPFGEMDG_02540	3607
GPFGEMDG_02541	0
GPFGEMDG_02542	0
GPFGEMDG_02543	130
GPFGEMDG_02544	0
GPFGEMDG_02546	0
GPFGEMDG_02547	0
GPFGEMDG_02548	0
GPFGEMDG_02549	0
GPFGEMDG_02550	0
GPFGEMDG_02551	0
GPFGEMDG_02552	0
GPFGEMDG_02553	0
GPFGEMDG_02554	0
GPFGEMDG_02555	0
GPFGEMDG_02556	0
GPFGEMDG_02557	649
GPFGEMDG_02558	0
GPFGEMDG_02559	0
GPFGEMDG_02560	0
GPFGEMDG_02561	0
GPFGEMDG_02562	0
GPFGEMDG_02563	0
GPFGEMDG_02564	0
GPFGEMDG_02565	0
GPFGEMDG_02566	0
GPFGEMDG_02567	316
GPFGEMDG_02568	0
GPFGEMDG_02569	0
GPFGEMDG_02570	133
GPFGEMDG_02571	301
GPFGEMDG_02572	314
GPFGEMDG_02573	0
GPFGEMDG_02576	0
GPFGEMDG_02577	211
GPFGEMDG_02578	0
GPFGEMDG_02579	62
GPFGEMDG_02580	0
GPFGEMDG_02588	190
GPFGEMDG_02593	862
GPFGEMDG_02595	219
GPFGEMDG_02606	0
GPFGEMDG_02607	0
GPFGEMDG_02608	0
GPFGEMDG_02612	0
GPFGEMDG_02617	0
GPFGEMDG_02619	10
GPFGEMDG_02620	132
GPFGEMDG_02627	0
GPFGEMDG_02629	786
GPFGEMDG_02631	0
GPFGEMDG_02633	0
GPFGEMDG_02634	2210
GPFGEMDG_02635	1763
GPFGEMDG_02638	1662
GPFGEMDG_02640	155
GPFGEMDG_02644	0
GPFGEMDG_02652	39
GPFGEMDG_02654	0
GPFGEMDG_02657	0
GPFGEMDG_02659	52
GPFGEMDG_02660	0
GPFGEMDG_02661	2161
GPFGEMDG_02663	0
GPFGEMDG_02665	0
GPFGEMDG_02675	0
GPFGEMDG_02678	0
GPFGEMDG_02681	0
GPFGEMDG_02682	0
GPFGEMDG_02683	0
GPFGEMDG_02684	65
GPFGEMDG_02686	863
GPFGEMDG_02687	0
GPFGEMDG_02690	0
GPFGEMDG_02691	1152
GPFGEMDG_02703	0
GPFGEMDG_02704	384
GPFGEMDG_02705	0
GPFGEMDG_02707	5366
GPFGEMDG_02708	451
GPFGEMDG_02718	177
GPFGEMDG_02719	0
GPFGEMDG_02720	0
GPFGEMDG_02721	0
GPFGEMDG_02722	109
GPFGEMDG_02724	459
GPFGEMDG_02726	463
GPFGEMDG_02727	0
GPFGEMDG_02730	382
GPFGEMDG_02732	0
GPFGEMDG_02733	1197
GPFGEMDG_02735	216
GPFGEMDG_02740	1949
GPFGEMDG_02742	0
GPFGEMDG_02748	0
GPFGEMDG_02749	0
GPFGEMDG_02751	0
GPFGEMDG_02752	0
GPFGEMDG_02753	0
GPFGEMDG_02759	0
GPFGEMDG_02760	144
GPFGEMDG_02761	0
GPFGEMDG_02762	548
GPFGEMDG_02763	361
GPFGEMDG_02764	66
GPFGEMDG_02766	0
GPFGEMDG_02767	0
GPFGEMDG_02768	0
GPFGEMDG_02769	902
GPFGEMDG_02770	2063
GPFGEMDG_02771	121
GPFGEMDG_02774	0
GPFGEMDG_02776	1559
GPFGEMDG_02777	0
GPFGEMDG_02778	67
GPFGEMDG_02780	0
GPFGEMDG_02781	262
GPFGEMDG_02782	0
GPFGEMDG_02783	0
GPFGEMDG_02784	0
GPFGEMDG_02785	0
GPFGEMDG_02787	0
GPFGEMDG_02788	0
GPFGEMDG_02789	171
GPFGEMDG_02791	0
GPFGEMDG_02792	0
GPFGEMDG_02793	0
GPFGEMDG_02799	0
GPFGEMDG_02800	110
GPFGEMDG_02801	0
GPFGEMDG_02803	1805
GPFGEMDG_02804	0
GPFGEMDG_02805	0
GPFGEMDG_02806	0
GPFGEMDG_02807	988
GPFGEMDG_02808	0
GPFGEMDG_02809	0
GPFGEMDG_02810	0
GPFGEMDG_02812	3196
GPFGEMDG_02813	0
GPFGEMDG_02814	45
GPFGEMDG_02819	0
GPFGEMDG_02820	0
GPFGEMDG_02821	284
GPFGEMDG_02822	0
GPFGEMDG_02823	0
GPFGEMDG_02824	0
GPFGEMDG_02825	0
GPFGEMDG_02826	81
GPFGEMDG_02828	293
GPFGEMDG_02829	388
GPFGEMDG_02830	2
GPFGEMDG_02832	0
GPFGEMDG_02833	0
GPFGEMDG_02834	0
GPFGEMDG_02835	0
GPFGEMDG_02836	0
GPFGEMDG_02837	924
GPFGEMDG_02838	0
GPFGEMDG_02839	234
GPFGEMDG_02840	51
GPFGEMDG_02841	193
GPFGEMDG_02842	0
GPFGEMDG_02843	0
GPFGEMDG_02844	0
GPFGEMDG_02845	0
GPFGEMDG_02846	0
GPFGEMDG_02847	0
GPFGEMDG_02850	241
GPFGEMDG_02851	0
GPFGEMDG_02852	2663
GPFGEMDG_02853	0
GPFGEMDG_02854	0
GPFGEMDG_02855	0
GPFGEMDG_02856	0
GPFGEMDG_02858	1036
GPFGEMDG_02859	1462
GPFGEMDG_02860	0
GPFGEMDG_02862	0
GPFGEMDG_02863	0
GPFGEMDG_02864	0
GPFGEMDG_02865	0
GPFGEMDG_02866	0
GPFGEMDG_02867	0
GPFGEMDG_02868	0
GPFGEMDG_02870	493
GPFGEMDG_02871	847
GPFGEMDG_02872	0
Int-Tn_1	0
Int-Tn_2	638
abfA_1	126
abfA_2	233
abgB_1	0
abgB_2	0
accA	0
accB	0
accD	0
ackA	13
acpA_1	0
acpP	0
acpS	0
act	0
acuI	2457
acuR	2564
acyP	0
adaA	746
addA	0
addB	1
adeC	125
adh	636
adhE	3399
adhR	0
adk	0
aes_1	369
aes_2	119
afr_1	196
afr_2	2618
agaC	235
agaSK_1	1848
agaSK_2	2331
agrA_1	2259
agrA_2	494
agrB	0
ahpC	39
ahpF	2486
alaA	861
alaS	0
albF	5363
aldC	256
algC	3760
alr	0
alsS	554
ampH	0
amt	0
anr	326
ansA	1021
apbE	435
apc1	6404
appA	3707
apt	0
araA	0
araB	257
araC_1	0
araC_2	631
araC_3	0
araD	143
araN_1	6344
araN_2	0
araQ_1	0
araQ_2	0
araQ_3	61
araQ_4	123
araQ_5	184
araQ_6	0
araR_1	46
araR_2	403
arcA	0
arcB	173
arcC1	0
arcD1_1	973
arcD1_2	1086
argR_1	0
argR_2	218
argR_3	0
argS	0
arlR_1	170
arlR_2	0
arlS	0
aroA	0
aroB	1623
aroC	15
aroD	0
aroE	771
aroF	244
aroK	0
arsC	188
artM_1	0
artM_2	548
artM_3	0
asd	63
asnB	0
asnS	0
aspS	0
atpA	78
atpB	0
atpC	0
atpD	2
atpE_1	0
atpE_2	1
atpF	0
atpG	0
atpH	0
axe2	117
azoR	0
bacC	0
banIM	47
bbmA	1112
bca	5276
bceA_1	0
bceA_2	11
bceB_1	0
bceB_2	1478
bcr	12
bcrC	2720
benM	109
bepA	0
betI	0
bfrA	279
bglC	1552
bglF_1	1014
bglF_2	0
bglF_3	17
bglH_1	2139
bglH_2	244
bglK	1669
bin3_1	107
bin3_2	150
bin3_3	1110
bin3_4	120
bioY2	1319
birA	0
bmr3	1550
brnQ_1	1447
brnQ_2	0
bsaA	0
bsdC	33
cadA	0
cah	0
carA	105
carB	137
cas2_1	0
cas2_2	0
catE	0
catM	0
cbh_1	0
cbh_2	776
cbh_3	1
cca	0
ccpA_1	0
ccpA_2	0
ccpB	642
cdaA	0
cdaR_1	0
cdaR_2	0
cdd	0
cdr_1	990
cdr_2	3690
cdsA	0
celA_1	307
celA_2	0
celA_3	0
cfa	0
cfiB_1	0
cfiB_2	196
cggR	263
chbC	0
chbR	1133
chrR	0
chvE	1314
cinA	157
citS	345
clcA	1340
clpB	0
clpC	44
clpE	1706
clpP_1	0
clpP_2	0
clpX	0
clpY	0
clsA_1	0
clsA_2	793
cmk	0
cmpD	367
cmtB_1	0
cmtB_2	0
cna	1078
coaA	0
coaBC_1	0
coaBC_2	0
coaD	0
coaE	0
cobB	448
cobQ	0
codY	0
coiA	633
comC	0
comEA	582
comEC	994
comFA	147
comGA	1630
comGC	1381
copA	2877
copB	560
copY	0
copZ	0
corA_1	872
corA_2	495
corC_1	576
corC_2	1506
cpdA_1	967
cpdA_2	1387
crr_1	247
crtK-2	366
csbC	2792
cshA	0
cshB	0
csp	0
cspD	0
cspL	0
cspLA_1	0
cspLA_2	0
ctc	57
ctpE_1	0
ctpE_2	840
ctsR	0
cvfB	0
cwlC	750
cycA	246
cypC	1766
cysE	0
cysK	0
cysL	0
cysM	194
cysS	0
czcD	1009
czrA	710
dacA	3634
dagK_1	1910
dagK_2	0
dapA	63
dapB	0
dapE	65
dapF	1329
dapH	175
dauA	248
dcuR	0
dcuS_1	0
dcuS_2	200
ddc	698
ddl_1	0
ddl_2	2520
def_1	0
def_2	0
degA_1	0
degA_2	1
degA_3	289
deoB	0
deoC	0
deoD	0
der_1	0
der_2	0
desK	0
desR	0
dgaE	0
dgaF	290
dgaR_1	3091
dgaR_2	1104
dgaR_3	1613
dgaR_4	691
dgaR_5	22408
dgaR_6	7160
dgkA	0
dgs	0
dhaK	254
dhaL	0
dhaM	0
dhaS	0
dinB_1	4596
dinB_2	750
dinB_3	811
dinB_4	221
dinF	0
dinG_1	157
dinG_2	0
divIB	1
divIVA	0
dltA	115
dltC	0
dnaA	0
dnaB	0
dnaC	0
dnaD	0
dnaE	0
dnaG_1	0
dnaI	0
dnaJ	0
dnaK	0
dnaN	0
dnaX_1	0
dnaX_2	0
doc	0
dppC	0
dppE	806
dprA	2370
dps	0
drrA	0
dtd	59
dtd3_1	0
dtd3_2	166
dtpT_1	0
dtpT_2	0
dtxR	0
dus_1	296
dus_2	115
dut	0
dxs	16002
ecdB	0
ecfA1	0
ecfA2_1	0
ecfA2_2	0
ecfT	0
ecsA_1	128
ecsA_2	203
efp	1
emrB	454
endA	8900
engB	0
eno	3
epsF	460
epsH	0
epsJ_1	0
epsJ_2	0
epsJ_3	354
epsJ_4	0
epsL	0
epsN	2
era	0
eriC	2130
est	0
ettA_1	16
ettA_2	0
exoA	1
exuR_1	1899
exuR_2	4910
exuR_3	0
ezrA	0
fabD	0
fabF	0
fabG_1	0
fabG_2	0
fabG_3	402
fabH	0
fabI	0
fabZ_1	0
fabZ_2	0
fba	0
fbp	1
fcbA1	1635
feoB	2389
fepC	1
feuB_1	0
feuB_2	4441
feuC	171
ffh	0
fhs1	720
fhuC	161
fieF	0
fldH_1	54
fldH_2	271
fliY	0
fmnP	0
fmt	0
fni	0
fnr	407
folA_1	0
folA_2	0
folA_3	0
folD	0
folT_1	722
folT_2	0
fosX	0
fpgS	2
fra	0
frlB_1	356
frmB	0
frr	1
fruA_1	0
fruA_2	1771
fruA_3	714
fruA_4	464
fruA_5	598
fsaA	0
ftsA	0
ftsE	0
ftsH	0
ftsK_1	0
ftsK_2	77
ftsL_1	0
ftsL_2	0
ftsW_1	0
ftsW_2	1409
ftsX	0
ftsY	0
ftsZ	0
fucO	1636
fur	354
fus	0
gabR	732
gadC_1	0
gadC_2	133
galE	0
galK_1	544
galK_2	0
galM_1	331
galM_2	0
galT	0
ganB	455
gap_1	112
gap_2	0
garB	6771
garK	7294
gatA_1	0
gatA_2	0
gatB_1	0
gatB_2	0
gatC_1	1160
gatC_2	0
gbpA	0
gbuB	648
gcvH	0
gdh	2215
gdhIV	3932
gdpP	338
ghrB	279
gla	0
glcK	414
glcR_1	0
glcR_2	3602
glcU_1	133
glcU_2	0
gldA	558
glmM	0
glmS	0
glmU	1
glnA	0
glnH	0
glnM_1	0
glnM_2	0
glnP_1	0
glnP_2	0
glnQ_1	1
glnQ_2	0
glnR	6224
gloA	0
glpE_1	185
glpE_2	0
glpE_3	0
glpF	3
glpK	1720
glpO	306
glpQ_1	0
glpQ_2	0
glsA	0
gltC_1	0
gltC_2	0
gltX	5
gluP	0
glvR	0
glxK	10162
glxR	0
glyA	113
glyQ	0
glyS	0
gmk_1	0
gmk_2	381
gmuC_1	421
gmuC_2	542
gmuD_1	494
gmuD_2	0
gmuE_1	2814
gmuE_2	835
gmuE_3	0
gmuE_4	0
gmuF	0
gmuR	0
gnd	0
gno	8
gor	126
gph_1	0
gph_2	367
gph_3	459
gpmA_1	215
gpmA_2	1
gpsA_1	0
gpsA_2	564
gpsB	0
graR	0
graS	0
greA	0
groL	0
groS	0
grpE	0
gshAB	118
gsiC	201
gspA_1	874
gspA_2	0
gtaB_1	0
gtaB_2	0
guaA_1	0
guaB	3769
guaC	0
gyrA	0
gyrB	0
hcf136	3467
hchA	1962
hdhA	0
helD_1	2643
helD_2	54
hemN	408
hepT	2022
hflX	0
hhaIM	0
hin	0
hisS	0
hmo	0
hmpT	128
hmuU	1
hosA	407
hpaIIM	125
hpf	0
hprK	0
hpt	0
hrcA	1
hrtA_1	0
hrtA_2	0
hsdR	838
hslO	0
hslR	0
hslV	0
hssR	632
htrA	0
hupA	0
iadA	259
iap_1	3450
icaR	0
iclR	170
ileS	0
ilvE	0
immA	0
immR	812
infA	0
infB	0
infC	0
intQ_1	476
intQ_2	3176
irtA	3507
iscS_1	0
iscS_2	1
iscU	0
ispD	0
ispE	263
kbaY	249
kdgA	635
kdgK	1278
kduI1	2285
kfoC	0
kojP	5347
ktrA	2160
kup	3491
lacC_1	372
lacC_2	0
lacD2	115
lacE_1	3824
lacE_2	418
lacF_1	246
lacF_2	692
lacF_3	0
lacF_4	292
lacF_5	0
lacF_6	356
lacG_1	1872
lacG_2	1817
lacG_3	957
lacL	191
lacM	0
lacR_1	265
lacR_2	105
lacR_3	0
lacS	2222
lciA	0
ldh	125
ldhB	0
ldtA	6239
lepA	121
leuS	101
lexA	0
lgt	0
lhpI	3210
liaS	0
licA_1	577
licA_2	0
licC_1	4729
licC_2	4094
licH	752
licR_1	1944
licR_2	0
licT_1	1875
licT_2	0
licT_3	0
ligA_1	0
ligA_2	0
lipC	0
lipL	0
lipO_1	0
lolD	0
lon	697
lplJ	0
lrgA	81
lrp	0
lrpC	377
lspA	83
lsrC_1	1395
lsrC_2	1220
ltaS1_1	0
ltaS1_2	0
ltaS1_3	2334
ltrA_1	0
ltrA_2	0
ltrA_3	0
ltrA_4	0
luxA	0
luxS	0
lysA	0
lysS	1
lytA_1	0
lytA_2	2639
lytA_3	21410
lytA_4	0
lytG	0
lytR_1	0
lytR_2	0
maa	0
maf	2163
malF	5060
malG	217
malH	323
malL_1	2606
malL_2	1033
malP	1637
manP	4179
manR_1	3720
manR_2	244
manX_1	1526
manX_2	0
manX_3	0
manX_4	56
manX_5	0
manZ_1	2976
manZ_2	0
manZ_3	2498
manZ_4	1
manZ_5	5844
manZ_6	3247
map	0
mapP	722
mapZ	375
marR	0
mazE	0
mazF	57
mccF	47
mdxE	115
mecA	0
melR	700
menA	1536
menH_1	4
menH_2	986
mepM_1	0
mepM_2	416
metB	0
metE	0
metG	0
metK	0
metN2	82
metN_1	0
metN_2	0
metP_1	0
metP_2	140
metP_3	0
metQ_1	0
metQ_2	344
metQ_3	0
mfd	227
mfpA	430
mglA	70
mgsA	0
mgsR	259
mgtA	1215
mgtB	0
mgtE	506
mhqA	1
mhqD	0
miaA	0
misCA	844
mleS	1934
mltG	0
mngA	88
mngB	1270
mngR	97
mnmA	0
mnmE	0
mnmG_1	0
mnmG_2	1264
mntB_1	0
mntB_2	7124
mntH	1992
mntR	217
moeZ	0
mprA	21
mprF_1	2808
mprF_2	0
mraY	0
mraZ	0
mreC	0
mrnC	0
mro_1	910
mro_2	0
mrp	0
mscL	5193
mshD_1	0
mshD_2	415
msmE	0
msrA_1	3037
msrA_2	320
msrB	0
msrC	0
msrR_1	1
msrR_2	255
mta	375
mtlA_1	218
mtlA_2	209
mtlA_3	0
mtlD	3281
mtlF_1	67
mtlF_2	755
mtlR_1	283
mtlR_2	2138
mtnB	0
mtnN	0
murA1_1	32
murA1_2	0
murB	0
murC	0
murD	0
murE	0
murF_1	0
murF_2	0
murG	0
murI	0
murJ_1	0
murJ_2	3638
murJ_3	326
murQ	429
murR_1	9276
murR_2	3166
mutL	0
mutM	0
mutS2_1	191
mutS2_2	0
mutS_1	2496
mutS_2	2867
mutY	140
mvaA	0
mvaS	0
nadD	0
nadE	0
nadR	233
nagA	908
nagB	7
nagE	1008
nanE_1	100
napA	90
natA_1	0
natA_2	0
natA_3	1691
natA_4	448
ndk	1094
ndoA	1
ndvA	340
nfo_1	10061
nfo_2	656
nhaC_1	0
nhaC_2	0
nhaC_3	2027
nhaC_4	69
nhaC_5	0
nhaK	3405
niaX	0
nirC	378
nlhH	132
nnrD	6708
nodM	967
norG	1154
noxE	1522
nox_1	45
nox_2	235
npr_1	2958
npr_2	0
nrdD	1940
nrdE1	464
nrdF	0
nrdG	80
nrdH	0
nrdR	0
nrnA	0
ntcA	540
nth	1
ntpA	0
ntpB	0
ntpC	249
ntpD	0
ntpG	0
ntpJ_1	0
ntpJ_2	897
ntpK	0
nupC	126
nusA	0
nusB	0
nusG	0
nylA	0
oatA	0
obg	0
ogt	0
ohrA	0
ohrB_1	0
ohrR	0
oppB	0
oppD_1	1
oppD_2	122
oppF_1	491
oppF_2	0
opuAA	0
opuBB	0
opuCA_1	925
opuCA_2	0
opuCB	271
opuCC	339
opuCD	2630
oxyR	244
padC	894
paiA	866
panE	0
panT_1	0
panT_2	0
parB	0
parC	0
parE	0
patA_1	4175
patA_2	165
patB	93
pbp	0
pbpF	0
pbpX_1	229
pbpX_2	0
pbuG	0
pbuO	68
pcp	301
pcrA	0
pdhA	0
pdhB	25
pdhC	0
pdhD	0
pdp	0
pdxK	0
pehX	67
pelX	519
pemA	2687
pemK	2598
penA	0
pepA	289
pepC	0
pepF1_1	374
pepF1_2	1296
pepO	529
pepQ	0
pepS	997
pepT	216
pepV	56
perR	571
pezT	51
pfkA	0
pfkB	1876
pflA	0
pflB	473
pgaC	227
pgcA	0
pgdA	7
pgdS	1
pgi	0
pgk	0
pglA	836
pglF	432
pglH_1	0
pglH_2	1
pgl_1	2274
pgl_2	0
pgmB	61
pgpH	30
pgsA	0
pgsA1	661
phaJ	67
pheA	415
pheS	0
pheT_1	0
pheT_2	0
phnW	9608
phnX_1	0
phnX_2	29
phoP	0
phoR_1	155
phoR_2	14
phoR_3	541
phoR_4	0
phoU	0
pimA	123
pinR	0
pisA	0
plsC	0
plsX	1
plsY	0
pncB2	0
pnp	7
pnuC	0
polA	1
polC_1	1
polC_2	0
ponA_1	0
ponA_2	193
por_1	0
por_2	1277
potA_1	0
potB	0
potD	0
pox5	1493
ppaC	0
pphA	2765
ppm1	0
ppnKA	0
prfA	0
prfB	0
prfC	466
priA	0
prkC	573
prmA	640
prmC_1	0
prmC_2	67
proA	0
proB	0
proC	0
proS	0
proX_1	0
proX_2	2
prs	0
prs2	142
prsA_1	0
prsA_2	359
prsA_3	98
pspB_1	0
pspB_2	0
pspB_3	87
pstA	0
pstB3_1	0
pstB3_2	0
pstC1	0
pstS1_1	0
pstS1_2	105
pta	0
pth	0
ptsG_1	5360
ptsG_2	0
ptsG_3	0
ptsH	0
ptsI	456
pucK	4474
punA	50
purA	4161
purB	614
purC	1922
purD	1778
purE	0
purF	0
purH	1485
purK	0
purL	1133
purM	0
purN	0
purQ	1361
purR_1	0
purR_2	64
purS	0
puuD	150
puuR	0
pyk	0
pyrB	0
pyrC	379
pyrDA	154
pyrDB	0
pyrE	0
pyrF	366
pyrG	3591
pyrH	0
pyrK_1	2384
pyrK_2	0
pyrP	287
pyrR	0
qorB	17996
queA	0
queG	558
queT_1	145
queT_2	75
radA	1922
rapA	1437
rasP	0
rbbA	92
rbfA	0
rbgA	0
rbn_1	0
rbsD	61
rbsK/rbiA	0
rbsR	1185
rclA	1281
recA	0
recD2	5
recF	0
recG	0
recJ	0
recN	846
recO	0
recQ_1	0
recQ_2	0
recR	0
recU	0
recX	0
relA	0
repD	926
repN	0
rex_1	2
rex_2	886
rfbA	0
rfbC	0
rhaA	583
rhaB	0
rhaD	0
rhaM	0
rhgT	0
rho	37
ribF	32
ribX	476
ribZ_1	124
ribZ_2	7414
ricR	0
rifL	1845
rihB	0
rimI_1	0
rimI_2	260
rimM	0
rimP	0
rlmA	69
rlmCD_1	0
rlmCD_2	0
rlmH	36
rlmI	989
rlmL	57
rlmN	0
rluB_1	265
rluB_2	0
rluD_1	33
rluD_2	0
rluD_3	0
rmd	0
rmlB	0
rmlD	0
rnc	0
rnhA	0
rnhB	130
rnhC	0
rnj1	0
rnj2	0
rnmV	0
rnpA	0
rnr	0
rny_1	0
rny_2	382
rnz	0
rodA	5
rpe_1	0
rph	0
rpiA	0
rplA	0
rplB	0
rplC	0
rplD	0
rplE	0
rplF	0
rplGA	0
rplI	0
rplJ	0
rplK	0
rplL	0
rplM	0
rplN	0
rplO	0
rplP	0
rplQ	0
rplR	0
rplS	0
rplT	0
rplU	0
rplV	0
rplW	0
rplX	0
rpmA	0
rpmB	0
rpmC	0
rpmD	0
rpmE2	0
rpmF_1	1711
rpmF_2	0
rpmG2	0
rpmGA_1	0
rpmGA_2	0
rpmH	0
rpmI	0
rpmJ	0
rpoA	0
rpoB	0
rpoC	0
rpoE	251
rpoN1	771
rpoZ	0
rppH	0
rpsA	90
rpsB	1
rpsC	0
rpsD	0
rpsE	0
rpsF	335
rpsG	0
rpsH	0
rpsI	0
rpsJ	0
rpsK	0
rpsL	1
rpsM	0
rpsN1	0
rpsN2_1	462
rpsN2_2	969
rpsO	0
rpsP	0
rpsQ	0
rpsR	0
rpsS	0
rpsT	0
rpsU	0
rsfS	136
rsgA	0
rsiV	112
rsmA_1	0
rsmA_2	78
rsmB	0
rsmC	114
rsmD	186
rsmE	1668
rsmF	1491
rsmG	0
rsmH_1	0
rsmH_2	0
rsmI	0
rspR_1	122
rspR_2	1462
rsuA	591
ruvA	0
ruvB	116
sacA	167
sacY	0
sbcC	0
sbcD	0
scpA	0
scpB	0
sdhA	46
sdhB	0
sdrD	260
secA	5
secE	0
secG	0
secY	0
sepF	0
serS	0
sfsA	193
sgbE	0
sigA	0
sigH	0
sigV	0
sipV	0
sle1	0
smc_1	1661
smc_2	1
smc_3	0
smc_4	567
smc_5	0
smc_6	4054
smpB	0
sodA	0
soj_1	0
soj_2	0
soj_3	1
soj_4	0
sorA_1	0
sorA_2	0
sorA_3	11962
sorB_1	0
sorB_2	0
sorC_1	417
sorC_2	135
sorF	0
soxS	55
spoIIIE	0
sppA	0
spsB	0
spxA_1	0
spxA_2	0
spxA_3	0
spxA_4	863
spxA_5	0
srlA	4
srlB	204
srlE	2958
srlR	0
srrA_1	0
srrA_2	0
srrB	2380
ssaB_1	60
ssaB_2	136
ssb_1	0
ssb_2	787
sstT	3526
ssuB	0
steT_1	3329
steT_2	0
stp	351
sttH	0
sufB_1	0
sufB_2	0
sufS	0
sugC	1209
sugE	87
suhB	0
tadA_1	0
tadA_2	0
tag	1529
tagG	0
tagH	0
tagO	0
tcyP	0
tdk	0
tee6	3104
tetA	118
tetR	1
tgt	158
thiD	0
thiI	712
thiN	0
thiO	2352
thiT	631
thiY	166
thlA	0
thrB	0
thrS	0
thyA	0
tig	0
tilS	0
tkt	0
tlyA	0
tmk	0
tmpC	1228
topA	0
topB_1	1163
topB_2	838
topB_3	146
tpiA	0
tqsA_1	323
tqsA_2	1107
tqsA_3	2070
tqsA_4	896
treA	21
treB	893
treP_1	548
treR	3334
trmB	0
trmD	0
trmFO	137
trmK	0
trmL	925
trpS2	0
truA	0
truB	0
trxA_1	0
trxA_2	0
trxB	0
tsaB	7
tsaD	1
tsaE	0
tsf	0
tuf_1	0
tuf_2	1
typA	0
tyrA	1699
tyrS1	0
ubiB	3906
ubiE_1	365
ubiE_2	126
udk	432
ugd	351
ugl_1	600
ugl_2	0
ugpB	1591
ulaA_1	0
ulaA_2	563
ulaB_1	0
ulaB_2	0
ulaC	540
ulaD	0
ulaE	4843
ulaG	0
ung	0
upp	0
uppP	0
uppS	0
uvrA	1382
uvrB	252
uvrC_1	0
uvrC_2	0
uxaA	259
uxaB	33
uxaC	372
uxuA_1	623
uxuA_2	0
valS	0
vanA_1	0
vanA_2	0
vanH_1	0
vanH_2	0
vanX_1	0
vanX_2	0
vioD	243
vraR	157
walK_1	0
walK_2	0
walK_3	0
walK_4	0
walR_1	0
walR_2	0
walR_3	0
wbbD	1
wbbL	0
wbgU_1	0
wbgU_2	638
wecA	0
whiA	0
xerC_1	0
xerC_2	317
xerC_3	942
xerC_4	674
xerD_1	0
xerD_2	1498
xerD_3	0
xerS_1	32
xpkA_1	0
xpkA_2	687
xpkA_3	1
xpt	1
xre	0
xseA	0
xseB	0
xylB_1	885
xylB_2	0
xylF	0
xylG	1334
xylH	500
xynB	436
yabA	0
yacL	532
yadH	4863
ybaK_1	0
ybaK_2	0
ybbH_1	0
ybbH_2	0
ybdH	3901
ybeY	0
ybhF	734
ybhL	61
ybiT_1	0
ybiT_2	1321
ybiT_3	517
ybjG	0
ycaM	1055
yccF	575
yceM	979
ychF	0
yciC	342
ycjO	420
ycjP	2320
yckB	860
yclM	0
yclQ	131
ydbD	313
ydcP_1	820
ydcP_2	549
ydcV	0
yddE	351
ydeA	3287
ydfK	0
ydhF	0
ydjZ	1461
yecD_1	654
yecD_2	0
yecD_3	1067
yecS_1	0
yecS_2	1442
yehU_1	1615
yehU_2	0
yesO	206
yesS	964
yfbR	4
yfdH	2
yfiC	0
yfiY	501
yfkJ	0
yfkN	0
yfmL	501
yfmO_1	1323
yfmO_2	812
yfnB_1	429
yfnB_2	0
ygaZ_1	0
ygaZ_2	0
ygfA	0
yghA	257
yhaM	0
yhaO	1
yhaX	0
yhdG	269
yhdN	0
yheH	11128
yheI	18101
yheS_1	1047
yheS_2	1781
yhfK	0
yhhX	2107
yidA_1	122
yidA_2	0
yidA_3	0
yidC	0
yifK	1041
yigZ	1611
yitU	80
yjaB	0
yjbK	1405
yjbM	0
yjcD	4350
yjhB_1	136
yjhB_2	2
yjhB_3	0
yjiA	385
yjlD	4800
yjmB	3259
yknY_1	603
yknY_2	7609
ykoD	20
ykuL	0
ykuT	311
ymfD	428
yoaB	0
yodB	0
yodC_1	0
yodC_2	0
yodJ	0
